site	id	x	y	dbh	height	species	crown_area
5	24	29.338	15.626	210	16.862	Picea_abies	4.452568
5	25	30.066	18.752	421	20.356	Picea_abies	17.6927785
5	26	32.186	25.221	337	20.489	Picea_abies	14.5561265
5	27	24.115	31.457	203	10.968	Betula_pubescens	13.295854
5	28	19.205	29.115	221	12.907	Picea_abies	12.005941
5	29	12.199	31.722	316	17.141	Picea_abies	28.8361355
5	30	13.573	31.4	245	15.049	Betula_pubescens	11.152856
5	31	-0.093	26.92	250	13.27	Betula_pubescens	10.9694105
5	32	1.112	30.726	335	15.688	Picea_abies	10.092647
6	1	0.261	11.155	197	13.127	Betula_pubescens	18.987708
6	2	1.427	12.471	104	9.046	Betula_pubescens	3.255234
6	3	2.332	14.759	145	10.706	Betula_pubescens	4.393155
6	4	3.999	13.975	152	10.318	Picea_abies	4.6517015
6	5	5.814	15.369	344	19.816	Pinus_sylvestris	18.277302
6	6	7.382	15.99	244	14.9	Picea_abies	6.6878385
6	7	3.416	4.356	152	4.909	Betula_pubescens	1.6381685
6	8	6.001	6.319	169	13.561	Picea_abies	5.0815105
6	9	9.194	5.537	185	14.524	Picea_abies	5.293344
6	10	5.807	2.999	152	13.391	Picea_abies	4.860862
6	11	3.82	-0.066	102	7.279	Betula_pubescens	3.88436
6	12	11.075	-1.685	165	10.64	Betula_pubescens	9.226714
6	13	10.925	6.917	140	8.475	Betula_pubescens	8.109183
6	14	13.306	12.476	206	13.877	Pinus_sylvestris	5.5134745
6	15	15.205	10.882	413	18.435	Pinus_sylvestris	28.182922
6	16	15.618	8.45	138	9.412	Picea_abies	4.054175
6	17	18.133	5.563	240	16.696	Pinus_sylvestris	5.8893555
6	18	18.894	4.609	209	14.25	Pinus_sylvestris	4.3328275
6	19	18.429	9.607	189	14.25	Picea_abies	5.172351
6	20	21.137	3.48	151	11.89	Picea_abies	4.9520245
6	21	28.596	1.999	169	15.303	Picea_abies	3.662396
6	22	27.984	8.741	237	18.518	Pinus_sylvestris	6.7781075
6	23	27.737	13.73	387	22.102	Pinus_sylvestris	16.4074165
6	24	28.903	10.007	155	10.898	Pinus_sylvestris	0.6170275
6	25	32.73	8.975	365	20.953	Pinus_sylvestris	32.493588
6	26	29.709	11.831	125	10.768	Pinus_sylvestris	1.099917
6	27	29.972	14.432	168	18.043	Pinus_sylvestris	2.2321085
6	28	20.457	12.227	316	18.652	Pinus_sylvestris	11.482472
6	29	31.332	17.669	201	16.955	Pinus_sylvestris	3.709694
6	30	30.501	19.802	190	16.085	Pinus_sylvestris	4.401105
6	31	26.619	20.583	240	15.885	Picea_abies	9.5343415
6	32	23.102	15.203	138	12.703	Picea_abies	9.31304
6	33	22.028	14.954	280	20.511	Pinus_sylvestris	11.3924975
6	34	21.699	14.94	175	13.559	Picea_abies	10.8026155
6	35	19.978	18.038	133	10.159	Picea_abies	4.102798
6	36	19.908	24.751	112	7.014	Picea_abies	4.3360395
6	37	14.83	29.875	188	12.271	Betula_pubescens	15.063098
6	38	10.115	31.109	166	10.274	Betula_pubescens	10.7436665
6	39	7.968	23.466	445	20.216	Pinus_sylvestris	29.9312215
6	40	6.161	24.389	275	20.922	Pinus_sylvestris	8.5084995
6	41	6.792	21.08	110	2.035	Betula_pubescens	5.286442
6	42	14.135	22.052	203	11.47	Betula_pubescens	10.2908955
6	43	16.544	18.531	198	15.778	Picea_abies	4.8819825
6	44	3.078	23.087	160	13.035	Picea_abies	2.853604
6	45	-0.658	18.343	173	12.371	Picea_abies	5.7876455
6	46	-0.825	22.394	146	11.309	Betula_pubescens	5.181414
7	1	-0.544	12.211	127	15.863	Pinus_sylvestris	2.0504235
7	2	-0.912	22.699	254	16.638	Pinus_sylvestris	8.7147205
7	3	0.154	31.561	263	15.838	Pinus_sylvestris	9.887175
7	4	6.198	25.935	230	16.175	Pinus_sylvestris	4.998381
7	5	1.717	14.929	415	19.482	Pinus_sylvestris	17.359087
7	6	3.417	10.649	187	15.978	Pinus_sylvestris	2.9517305
7	7	3.75	6.206	202	17.058	Pinus_sylvestris	4.6602735
7	8	6.277	8.669	206	16.111	Pinus_sylvestris	4.3030145
7	9	9.775	9.751	153	12.516	Pinus_sylvestris	2.081882
7	10	13.458	10.609	513	17.734	Pinus_sylvestris	18.49477
7	11	10.389	3.14	366	18.244	Pinus_sylvestris	14.2170455
7	12	13.261	-0.139	363	20.317	Pinus_sylvestris	25.2515445
7	13	21.949	0.764	142	9.636	Betula_pubescens	6.52048
7	14	29.479	-0.763	405	16.918	Pinus_sylvestris	12.3506195
7	15	25.433	4.006	193	16.787	Pinus_sylvestris	4.217446
7	16	24.225	4.535	203	16.203	Pinus_sylvestris	3.4421005
7	17	23.338	9.181	195	9.988	Pinus_sylvestris	5.578199
7	18	24.698	9.991	455	16.808	Pinus_sylvestris	16.7125965
7	19	18.651	13.071	210	17.468	Pinus_sylvestris	5.182505
7	20	19.829	14.615	222	17.401	Pinus_sylvestris	3.24847
7	21	15.386	20.452	104	9.851	Pinus_sylvestris	1.133318
7	22	14.269	21.219	223	14.999	Pinus_sylvestris	4.1149485
7	23	13.085	23.429	277	19.41	Pinus_sylvestris	10.5583535
7	24	11.699	17.086	177	16.346	Pinus_sylvestris	2.5687515
7	25	10.444	17.753	182	14.119	Pinus_sylvestris	3.342056
7	26	9.891	19.016	155	10.864	Pinus_sylvestris	4.425976
7	27	8.121	17.182	306	17.828	Pinus_sylvestris	8.31718
7	28	8.974	24.314	148	12.937	Pinus_sylvestris	2.2814585
7	29	9.362	25.739	141	13.909	Pinus_sylvestris	2.12265
7	30	9.836	28.626	256	17.847	Pinus_sylvestris	9.2317835
7	31	9.932	30.63	135	14.751	Pinus_sylvestris	1.8925985
7	32	16.029	31.743	232	18.055	Pinus_sylvestris	5.8827745
7	33	20.569	25.775	324	16.463	Pinus_sylvestris	16.726727
7	34	17.644	17.036	243	18.954	Pinus_sylvestris	5.141938
7	35	23.127	16.717	228	16.528	Pinus_sylvestris	4.8762635
7	36	27.571	13.936	117	13.8	Pinus_sylvestris	1.420772
7	37	31.177	12.652	125	14.25	Pinus_sylvestris	2.169027
7	38	29.77	14.402	314	21.776	Pinus_sylvestris	9.2096075
7	39	28.225	17.467	129	14.443	Pinus_sylvestris	1.0223415
7	40	32.437	15.726	130	11.014	Pinus_sylvestris	1.438601
7	41	32.249	16.888	235	18.134	Pinus_sylvestris	3.356054
7	42	31.276	18.05	143	12.507	Pinus_sylvestris	1.1428645
7	43	28.509	21.197	205	18.538	Pinus_sylvestris	2.335875
7	44	28.215	22.528	190	15.364	Pinus_sylvestris	2.967761
8	1	5.855	7.938	368	15.003	Pinus_sylvestris	15.903508
8	2	7.927	14.242	378	19.015	Pinus_sylvestris	17.8451125
8	3	5.673	14.22	259	16.895	Pinus_sylvestris	7.413471
8	4	5.622	18.331	248	16.004	Pinus_sylvestris	8.93505
8	5	6.379	19.668	253	21.018	Pinus_sylvestris	4.4921115
8	6	10.23	27.058	295	16.995	Pinus_sylvestris	8.1540975
8	7	12.203	30.37	280	18.244	Pinus_sylvestris	8.3880955
8	8	9.677	31.673	136	15.688	Pinus_sylvestris	1.7983175
8	9	8.006	31.547	274	17.744	Pinus_sylvestris	9.5838865
8	10	6.822	32.943	243	14.019	Pinus_sylvestris	6.487921
8	11	-1.005	16.726	352	15.129	Pinus_sylvestris	10.175997
8	12	-1.593	3.761	329	17.301	Pinus_sylvestris	19.0338995
8	13	5.616	2.403	177	14.105	Pinus_sylvestris	2.9370185
8	14	16.535	-2.433	406	19.88	Pinus_sylvestris	17.8045045
8	15	12.997	4.203	339	17.362	Pinus_sylvestris	14.49204
8	16	16.202	8.731	329	19.199	Pinus_sylvestris	13.0722785
8	17	20.276	4.625	314	14.201	Pinus_sylvestris	25.870052
8	18	25.794	-0.923	241	15.315	Pinus_sylvestris	9.001846
8	19	21.401	15.475	340	14.553	Pinus_sylvestris	20.4946875
8	20	30.754	22.915	285	19.341	Pinus_sylvestris	7.231368
8	21	28.943	25.054	161	15.083	Pinus_sylvestris	1.5922025
8	22	29.333	31.71	433	21.67	Pinus_sylvestris	17.62063
8	23	20.781	25.498	528	18.555	Pinus_sylvestris	36.809262
8	24	13.404	22.602	376	21.006	Pinus_sylvestris	14.4411245
9	1	-1.357	2.722	293	16.988	Pinus_sylvestris	21.005292
9	2	-0.116	4.52	276	17.465	Pinus_sylvestris	11.899093
9	3	0.257	12.176	263	16.95	Pinus_sylvestris	10.196046
9	4	-1.055	15.525	265	19.043	Pinus_sylvestris	10.031164
9	5	2.41	18.559	325	16.21	Pinus_sylvestris	16.078342
9	6	1.405	26.083	382	17.418	Pinus_sylvestris	21.745729
9	7	5.308	27.476	255	15.106	Pinus_sylvestris	10.634332
9	8	6.071	25.098	187	14.487	Pinus_sylvestris	5.2992505
9	9	9.966	18.85	266	21.647	Pinus_sylvestris	9.802748
9	10	11.201	23.259	278	16.756	Pinus_sylvestris	8.1646595
9	11	18.294	25.05	435	23.156	Pinus_sylvestris	14.3200025
9	12	24.145	30.337	231	16.799	Pinus_sylvestris	7.0492715
9	13	33.511	27.837	305	20.127	Pinus_sylvestris	15.6667415
9	14	20.325	19.911	438	16.032	Pinus_sylvestris	33.518002
9	15	14.297	15.291	250	15.395	Pinus_sylvestris	7.6055295
9	16	14.882	11.75	170	13.898	Pinus_sylvestris	3.2783715
9	17	14.078	4.643	372	17.328	Pinus_sylvestris	21.4567755
9	18	10.647	-0.321	304	16.374	Pinus_sylvestris	14.15858
9	19	17.101	-0.253	257	16.94	Pinus_sylvestris	6.1426225
9	20	21.713	2.256	376	14.68	Pinus_sylvestris	14.477095
9	21	26.873	2.871	150	11.492	Pinus_sylvestris	3.0891405
9	22	27.651	5.719	192	12.193	Pinus_sylvestris	4.037437
9	23	28.224	5.625	105	9.065	Pinus_sylvestris	0.617309
10	1	0.966	-1.302	278	17.121	Pinus_sylvestris	17.111507
10	2	4.98	0.866	278	15.195	Pinus_sylvestris	9.406765
10	3	0.925	3.976	304	16.405	Pinus_sylvestris	16.821263
10	4	2.792	13.858	279	15.83	Pinus_sylvestris	25.9788055
10	5	1.701	15.874	341	22.674	Pinus_sylvestris	13.9726965
10	6	3.125	18.036	274	22.945	Pinus_sylvestris	4.7639775
10	7	9.075	10.976	268	17.542	Pinus_sylvestris	9.637225
10	9	9.915	15.336	337	21.583	Pinus_sylvestris	13.036861
10	10	4.111	28.66	246	17.01	Pinus_sylvestris	8.145506
10	11	3.05	33.481	294	17.659	Pinus_sylvestris	6.9600065
10	12	13.512	28.399	252	15.713	Pinus_sylvestris	8.9348795
10	13	10.328	34.415	396	17.188	Pinus_sylvestris	27.1759675
10	14	13.586	30.772	154	14.775	Pinus_sylvestris	3.912751
10	15	18.223	30.831	303	18.493	Pinus_sylvestris	20.3403705
10	16	20.465	31.242	296	20.323	Pinus_sylvestris	10.8168445
10	17	22.074	29.727	173	13.429	Pinus_sylvestris	3.9182955
10	18	24.544	31.228	211	15.228	Pinus_sylvestris	7.8171785
10	19	25.883	32.187	221	16.237	Pinus_sylvestris	5.095878
10	20	28.187	26.203	301	15.358	Pinus_sylvestris	17.5660355
10	25	22.374	16.42	193	18.124	Pinus_sylvestris	4.36907
10	26	21.669	12.964	282	18.9	Pinus_sylvestris	12.3500095
11	1	5.667	0.169	183	10.325	Pinus_sylvestris	3.8330765
11	2	2.087	1.079	110	10.203	Pinus_sylvestris	1.5770795
11	3	1.908	1.242	120	10.537	Pinus_sylvestris	1.5813715
11	4	4.202	4.394	112	8.205	Pinus_sylvestris	2.820804
11	5	4.544	9.532	122	7.955	Pinus_sylvestris	4.229269
11	6	7.421	13.6	356	14.729	Pinus_sylvestris	14.541475
11	7	8.465	14.635	378	16.18	Pinus_sylvestris	16.5504755
11	8	14.68	8.499	460	13.892	Pinus_sylvestris	28.179054
11	9	14.481	14.407	360	15.16	Pinus_sylvestris	15.534817
11	10	18.163	18.907	366	16.148	Pinus_sylvestris	16.0965885
11	11	20.51	22.23	333	14.164	Pinus_sylvestris	11.8909455
11	12	32.385	21.414	493	18.27	Pinus_sylvestris	28.881064
11	13	28.173	10.278	371	12.07	Pinus_sylvestris	12.087978
11	14	30.284	7.413	383	14.968	Pinus_sylvestris	16.770098
11	15	19.762	-0.413	299	11.378	Pinus_sylvestris	13.229552
11	16	-0.169	24.019	280	11.381	Pinus_sylvestris	12.957377
11	17	13.134	23.047	374	14.171	Pinus_sylvestris	16.5418405
11	18	14.774	23.666	320	12.5	Pinus_sylvestris	7.16725
11	19	12.283	27.328	268	12.307	Pinus_sylvestris	6.2759275
11	20	8.955	34.995	446	14.146	Pinus_sylvestris	29.0718265
12	1	4.726	3.047	146	13.169	Picea_abies	1.3067885
12	2	6.745	4.37	235	15.562	Picea_abies	3.5749005
12	3	15.168	3.424	240	16.011	Picea_abies	6.3222025
12	4	14.926	4.535	160	8.413	Picea_abies	5.208512
12	5	16.139	4.3	285	17.574	Picea_abies	9.606654
12	6	25.163	0.149	366	17.967	Picea_abies	4.2983975
12	7	9.364	12.435	333	17.288	Picea_abies	4.6088935
12	8	29.371	-0.834	358	16.88	Picea_abies	9.6752965
12	9	25.976	18.453	215	12.653	Picea_abies	4.150144
12	10	28.188	21.986	228	14.933	Picea_abies	3.5201085
12	11	29.454	23.89	276	15.855	Picea_abies	3.9414065
12	12	26.159	26.689	199	13.049	Picea_abies	2.234015
12	13	24.82	25.541	218	16.701	Picea_abies	4.3348465
12	14	21.336	16.72	315	17.662	Picea_abies	8.6618975
12	15	31.705	6.501	216	11.912	Betula_pubescens	9.6748185
12	16	31.895	7.909	170	8.087	Betula_pubescens	4.77679
12	17	28.145	10.227	270	14.994	Picea_abies	6.739873
12	18	29.191	10.972	145	8.882	Picea_abies	5.807084
12	19	22.423	23.119	240	19.031	Picea_abies	3.3838425
12	20	23.393	28.771	233	9.94	Picea_abies	4.9339595
12	21	12.321	23.939	228	13.571	Picea_abies	5.6107325
12	22	7.208	22.554	330	18.21	Picea_abies	6.033578
12	23	7.484	30.914	163	11.287	Betula_pubescens	6.057196
12	24	5.761	19.268	133	8.994	Betula_pubescens	4.605479
12	25	0.176	22.185	175	11.471	Picea_abies	1.719804
12	26	-1.664	19.175	390	21.864	Picea_abies	11.6613085
12	27	0.598	7.621	430	20.938	Picea_abies	11.3571945
13	1	-3.501	6.621	559	19.791	Pinus_sylvestris	45.5110935
13	2	6.579	17.22	228	17.232	Pinus_sylvestris	12.894248
13	3	8.78	24.563	470	18.944	Pinus_sylvestris	28.4546975
13	4	18.808	23.738	112	8.319	Pinus_sylvestris	1.4497365
13	5	14.925	13.523	300	18.085	Pinus_sylvestris	14.3595015
13	6	7.477	10.642	132	7.651	Pinus_sylvestris	1.226794
13	7	18.481	17.581	255	14.388	Pinus_sylvestris	10.5904665
13	8	28.288	23.871	388	15.187	Pinus_sylvestris	24.4629345
13	9	27.442	18.343	455	18.226	Pinus_sylvestris	40.0185915
13	10	29.792	10.944	357	16.379	Pinus_sylvestris	32.022137
13	11	15.272	9.733	340	17.185	Pinus_sylvestris	18.494744
13	12	14.178	2.928	434	19.195	Pinus_sylvestris	31.152335
13	13	13.446	-1.058	375	19.639	Pinus_sylvestris	11.0991585
13	14	23.692	-1.072	312	16.911	Pinus_sylvestris	14.846763
13	15	4.613	-2.234	410	15.049	Pinus_sylvestris	52.3190335
14	1	14.189	-0.039	244	16.538	Pinus_sylvestris	7.893305
14	2	8.488	-0.677	120	14.521	Pinus_sylvestris	1.3519965
14	3	6.393	-0.537	121	9.59	Pinus_sylvestris	0.3358195
14	4	1.418	0.963	233	14.992	Pinus_sylvestris	4.567814
14	5	4.712	3.398	131	9.57	Picea_abies	3.013824
14	6	9.775	1.458	111	12.964	Pinus_sylvestris	0.9930715
14	7	9.675	2.797	214	14.647	Pinus_sylvestris	3.608365
14	8	7.033	4.607	183	12.946	Pinus_sylvestris	5.42581
14	9	6.584	5.913	303	20.437	Pinus_sylvestris	3.9785755
14	10	7.896	6.937	266	18.23	Pinus_sylvestris	7.8944315
14	11	7.006	9.09	201	14.797	Pinus_sylvestris	2.9864615
14	12	3.811	9.249	208	18.741	Pinus_sylvestris	1.1360705
14	13	1.495	8.64	212	16.916	Pinus_sylvestris	3.0200825
14	14	-0.287	5.514	207	13.431	Pinus_sylvestris	2.7721135
14	15	1.574	16.853	215	14.5	Picea_abies	7.112283
14	16	6.927	15.227	166	13.829	Pinus_sylvestris	2.783974
14	17	9.693	10.211	265	18.349	Pinus_sylvestris	6.4525505
14	18	10.206	16.362	174	14.816	Pinus_sylvestris	1.910353
14	19	14.311	12.466	277	14.954	Pinus_sylvestris	11.9227015
14	20	14.879	16.061	399	20.333	Pinus_sylvestris	13.4274775
14	21	13.044	18.347	218	16.318	Pinus_sylvestris	2.599362
14	22	20.927	12.584	240	18.274	Betula_pubescens	17.6772345
14	23	22.378	10.534	111	9.532	Pinus_sylvestris	1.551226
14	24	24.65	9.194	309	15.708	Pinus_sylvestris	11.955503
14	25	26.936	11.974	132	12.846	Pinus_sylvestris	1.332795
14	26	29.3	8.318	147	9.903	Pinus_sylvestris	2.062667
14	27	31.904	11.467	218	17.932	Pinus_sylvestris	4.731447
14	28	33.047	5.773	302	18.39	Pinus_sylvestris	8.2306325
14	29	14.019	30.937	350	22.863	Pinus_sylvestris	13.6657585
14	30	31.866	14.041	268	19.752	Pinus_sylvestris	11.9223245
14	31	29.292	18.648	279	19.768	Pinus_sylvestris	8.358843
14	32	30.925	20.464	166	10.271	Pinus_sylvestris	4.3688895
14	33	30.547	23.219	337	19.803	Pinus_sylvestris	12.642075
14	34	28.687	24.564	278	15.171	Pinus_sylvestris	5.7586245
14	35	31.358	25.618	133	10.195	Pinus_sylvestris	0.8909055
14	36	31.901	28.863	246	18.708	Pinus_sylvestris	3.4161445
14	37	30.458	29.517	158	9.785	Pinus_sylvestris	1.8726905
14	38	7.248	31.468	333	18.129	Pinus_sylvestris	19.8881535
14	39	6.399	31.417	177	10.335	Pinus_sylvestris	4.962992
14	40	0.229	22.719	340	20.015	Pinus_sylvestris	13.7069385
14	41	0.116	21.991	248	13.31	Pinus_sylvestris	4.349799
14	42	10.978	22.742	158	4.272	Betula_pubescens	6.0564405
14	43	11.764	21.758	314	18.59	Pinus_sylvestris	11.250889
14	44	15.105	3.748	279	19.334	Pinus_sylvestris	10.8780195
14	45	24.831	2.454	237	15.432	Pinus_sylvestris	8.7454395
15	1	11.797	1.103	277	11.841	Betula_pubescens	30.869485
15	2	10.047	8.101	272	15.661	Picea_abies	10.6537565
15	5	11.583	14.318	228	14.803	Picea_abies	6.0341155
15	6	18.503	11.426	188	13.551	Picea_abies	5.004374
15	7	17.616	13.259	432	19.327	Picea_abies	17.3147605
15	8	22.972	16.088	244	15.358	Picea_abies	9.425261
15	9	26.732	13.269	194	13.48	Picea_abies	4.019098
15	10	27.704	13.667	227	15.187	Picea_abies	2.237047
15	11	30.778	18.027	146	11.307	Picea_abies	3.553888
15	12	32.931	17.759	285	14.796	Picea_abies	8.827692
15	13	10.408	25.274	120	8.283	Picea_abies	4.0583395
15	14	18.825	14.006	131	11.175	Picea_abies	1.867687
15	15	15.563	18.74	157	11.216	Picea_abies	4.238298
15	16	19.116	19.012	330	20.815	Picea_abies	11.7588755
15	17	19.537	24.372	231	15.586	Picea_abies	5.2159545
15	18	24.941	26.415	295	17.353	Picea_abies	7.8195085
15	19	24.171	30.432	123	7.791	Picea_abies	2.782701
15	20	16.944	14.942	162	7.357	Picea_abies	7.1463085
15	21	14.873	18.577	277	18.1	Picea_abies	4.2019615
15	22	5.34	18.592	102	6.838	Picea_abies	3.3498505
15	23	3.701	14.52	210	9.846	Picea_abies	14.2249475
15	24	3.693	12.481	110	8.519	Picea_abies	4.102641
15	26	3.446	25.414	162	10.139	Picea_abies	3.1290805
15	27	3.28	26.109	230	14.724	Picea_abies	4.378964
15	28	7.787	29.19	222	12.03	Betula_pubescens	16.073231
15	29	7.443	29.96	215	11.918	Betula_pubescens	12.895534
15	30	7.131	31.729	157	13.804	Picea_abies	3.8330715
15	31	11.807	32.389	153	10.247	Betula_pubescens	6.5430425
15	32	18.446	27.81	159	8.215	Picea_abies	5.234483
15	33	2.851	31.355	274	12.118	Picea_abies	12.382734
15	34	-0.14	26.838	248	14.637	Picea_abies	4.681986
16	1	5.97	3.725	202	14.383	Picea_abies	3.207692
16	2	4.845	4.749	102	5.431	Picea_abies	1.8540405
16	3	4.293	5.227	296	17.724	Picea_abies	6.3112055
16	5	4.012	6.501	237	15.49	Picea_abies	4.3045725
16	6	1.75	7.681	199	15.248	Picea_abies	3.530694
16	7	5.35	7.732	218	12.759	Picea_abies	2.3368285
16	8	0.233	9.565	208	13.547	Picea_abies	4.906796
16	9	2.731	10.143	326	14.139	Picea_abies	7.014034
16	10	-1.892	18.679	448	21.437	Picea_abies	12.558249
16	11	-0.097	24.326	115	8.886	Picea_abies	2.3689905
16	12	7.814	19.64	229	16.023	Picea_abies	6.410512
16	13	9.307	18.279	176	13.073	Picea_abies	2.7618895
16	14	10.268	17.356	220	15.3	Picea_abies	2.6069055
16	15	11.948	18.574	353	23.579	Picea_abies	10.0566345
16	16	14.324	24.132	248	17.762	Picea_abies	7.0852725
16	17	14.076	30.423	175	14.133	Picea_abies	2.488865
16	18	12.883	30.853	174	12.938	Picea_abies	2.444037
16	19	21.48	32.214	195	10.729	Picea_abies	9.3511415
16	20	8.384	30.094	269	16.345	Picea_abies	10.6057965
16	21	8.855	31.851	203	15.886	Picea_abies	3.996363
16	22	6.891	29.862	221	17.184	Picea_abies	6.856781
16	23	4.097	25.669	146	9.971	Picea_abies	4.6914405
16	24	25.219	27.224	320	21.854	Picea_abies	9.856514
16	25	27.896	27.585	229	15.517	Picea_abies	7.406722
16	26	30.194	20.753	404	19.153	Picea_abies	13.4191715
16	27	29.002	14.641	240	17.458	Picea_abies	5.6830695
16	28	31.194	12.938	188	12.848	Picea_abies	6.470555
16	29	27.773	10.296	277	17.19	Picea_abies	2.3358285
16	30	25.489	11.6	250	14.154	Picea_abies	7.334063
16	31	22.227	4.975	350	17.72	Picea_abies	21.079235
16	32	23.802	1.113	313	15.301	Picea_abies	4.7604465
16	33	18.112	7.308	330	20.279	Picea_abies	4.975045
16	34	14.351	0.504	273	17.757	Picea_abies	4.99876
16	35	24.026	-1.079	350	16.528	Picea_abies	4.849752
16	36	29.99	2.918	166	12.505	Picea_abies	3.178326
16	37	30.148	2.344	233	13.676	Picea_abies	7.332483
16	38	31.13	7.487	311	17.679	Picea_abies	5.2689215
17	1	1.187	0.607	176	9.601	Picea_abies	5.9741845
17	2	2.058	-0.811	189	12.436	Betula_pubescens	9.7674025
17	3	1.894	3.787	168	13.12	Picea_abies	2.8240845
17	4	0.301	5.875	230	12.974	Picea_abies	8.5938345
17	5	3.779	10.715	218	14.905	Picea_abies	5.171387
17	6	-0.475	13.232	282	14.773	Picea_abies	14.375892
17	7	7.673	14.678	124	8.572	Picea_abies	5.360255
17	8	7.676	20.021	393	19.963	Picea_abies	11.2903315
17	9	5.331	19.298	309	18.747	Picea_abies	7.6250815
17	10	7.661	10.893	134	10.163	Picea_abies	3.133272
17	11	6.28	10.554	247	16.377	Picea_abies	6.853463
17	12	11.905	10.574	283	15.027	Picea_abies	8.035504
17	13	15.121	12.492	144	10.586	Picea_abies	2.8245005
17	14	15.395	12.392	105	6.424	Picea_abies	2.6645335
17	15	15.364	10.335	116	10.998	Betula_pubescens	13.345868
17	16	14.594	10.059	151	10.103	Betula_pubescens	8.965915
17	17	19.317	14.21	106	8.568	Picea_abies	3.727104
17	18	21.506	14.531	131	11.185	Picea_abies	2.478492
17	19	21.267	17.38	207	13.631	Picea_abies	4.005462
17	20	26.182	18.12	154	13.206	Picea_abies	2.4100965
17	21	25.956	18.426	178	13.303	Picea_abies	2.725184
17	22	24.604	19.812	249	16.137	Picea_abies	6.0410365
17	23	17.993	21.043	140	10.477	Picea_abies	2.2856105
17	24	15.03	21.138	155	10.852	Picea_abies	3.615771
17	25	13.542	25.688	120	11.419	Betula_pubescens	5.104823
17	26	13.875	25.656	106	7.297	Picea_abies	3.3672915
17	27	16.624	26.528	110	6.23	Picea_abies	4.3650175
17	28	16.027	28.783	174	12.94	Picea_abies	3.769614
17	29	13.035	30.184	124	10.899	Betula_pubescens	9.115703
17	30	10.899	27.849	300	13.502	Picea_abies	6.9596895
17	31	7.22	25.365	264	15.174	Picea_abies	9.288282
17	32	6.212	29.721	144	10.521	Picea_abies	4.768093
17	33	-0.977	24.785	344	16.58	Picea_abies	10.27946
17	34	23.591	16.516	225	14.999	Picea_abies	7.1236455
17	35	31.12	20.239	113	7.62	Picea_abies	4.457235
17	36	27.492	23.505	175	11.544	Picea_abies	9.326422
17	37	21.899	26.455	178	11.768	Picea_abies	2.770276
17	38	19.594	23.999	126	8.819	Picea_abies	4.5100555
17	39	25.071	29.356	130	10.059	Picea_abies	2.246724
17	40	27.351	29.967	270	16.758	Picea_abies	7.6051665
17	41	29.14	27.92	109	9.47	Picea_abies	2.039831
17	42	32.354	27.641	263	13.057	Picea_abies	6.6798805
17	43	28.379	13.136	135	9.832	Picea_abies	1.1170345
17	44	29.363	11.191	223	14.935	Picea_abies	5.6627885
17	45	25.135	1.251	350	17.886	Picea_abies	10.819866
17	46	31.421	6.917	210	14.157	Picea_abies	4.275397
17	47	31.159	5.28	162	13.163	Picea_abies	4.1125455
17	48	31.327	4.937	124	9.41	Picea_abies	4.522453
17	49	31.113	0.166	107	8.633	Picea_abies	3.613447
17	50	25.811	13.306	110	7.381	Picea_abies	2.6763555
17	51	25.526	12.555	148	11.472	Picea_abies	2.0295475
17	52	24.562	11.439	184	12.965	Picea_abies	4.4769005
17	53	21.68	7.915	133	12.319	Picea_abies	2.7874235
17	54	20.956	7.71	182	10.438	Picea_abies	3.427023
17	55	21.247	7.292	132	10.841	Picea_abies	3.1617145
17	56	24.895	5.307	153	9.802	Picea_abies	5.588066
17	57	20.694	3.858	173	12.508	Picea_abies	6.5634505
17	58	16.148	1.574	208	13.331	Picea_abies	6.7216185
17	59	14.208	1.712	182	12.788	Picea_abies	4.5807075
17	60	12.55	1.715	138	6.313	Betula_pubescens	3.2889695
17	61	11.523	6.717	141	10.236	Picea_abies	3.188406
17	62	9.581	4.671	271	17.824	Picea_abies	8.3717405
17	63	9.626	4.291	158	13.561	Picea_abies	4.7788385
18	1	1.578	2.939	152	4.451	Betula_pubescens	9.7729935
18	2	-1.611	5.289	478	19.045	Pinus_sylvestris	49.433403
18	3	-3.684	10.456	473	17.567	Pinus_sylvestris	39.724613
18	4	1.79	16.346	208	14.24	Betula_pubescens	19.7612875
18	5	5.785	16.41	280	11.806	Pinus_sylvestris	14.5048375
18	6	3.852	22.188	459	18.086	Pinus_sylvestris	50.021312
18	7	3.086	27.64	244	15.722	Betula_pubescens	17.5903675
18	8	0.893	29.754	195	16.353	Pinus_sylvestris	2.045335
18	9	7.464	29.521	200	15.072	Pinus_sylvestris	3.0171735
18	10	8.114	29.08	182	14.318	Pinus_sylvestris	7.7731645
18	11	10.047	30.131	124	14.13	Pinus_sylvestris	1.530217
18	12	11.589	29.107	199	16.026	Pinus_sylvestris	7.3685805
18	13	16.746	31.402	396	15.821	Pinus_sylvestris	38.867374
18	14	12.441	25.485	179	13.534	Pinus_sylvestris	2.0445145
18	15	12.514	21.806	284	12.069	Pinus_sylvestris	10.0349915
18	16	12.731	20.898	141	9.572	Pinus_sylvestris	4.2681325
18	17	16.534	24.375	207	17.773	Pinus_sylvestris	2.848407
18	18	16.865	24.113	251	20.141	Pinus_sylvestris	4.398657
18	19	21.268	29.219	240	21.611	Pinus_sylvestris	10.6676755
18	20	23.869	22.619	208	12.722	Pinus_sylvestris	10.644895
